WIE,LIKE
ZZR,NPER
ab:,from:
Eng,Tight
Fee,fairy
Fix,Fixed
Hai,shark
Nie,Never
Rad,Wheel
Süd,South
Uhr,watch
Wut,anger
Zug,train
EUR,DOLLAR
nil,degree
RGP,LINEST
RKP,LOGEST
Vor,Before
Vor,Before
Wal,whale2
Art,Species
nil,section
Vor,Forward
CSV,Text CSV
Ort,Location
Ort,Location
Ort,Location
PLZ,Zip code
PLZ,ZIP Code
PLZ,Zip code
% 2,per mille
Aus,No Shadow
Ort,Place name
ZW2,FVSCHEDULE
% 3,basis point
Fix,Fixed-width
PLZ,ZIP/Postal Code
Malx,x
Zins,r
GDA2,DB
Nein,No
NEIN,NO
Nein,No
Oben,Up
Oben,Up
Oben,Up
oben,Up
Oben,Up
ODER,OR
oder,or
ODER,OR
oder,or
ODER,OR
oder,or
ODER,OR
Oder,Or
oder,or
WENN,IF
wenn,if
25 %,25%
50 %,50%
75 %,75%
Alle,All
Alle,Any
Alle,All
Alle,All
Als:,As:
Auge,eye
Auto,car
Bett,bed
Bis:,To:
Ende,End
ende,end
Ende,End
Eule,owl
ganz,int
Hund,dog
Lupe,mag
N’Ko,Nko
NO 2,NE2
NS 2,NS2
NW 2,NW2
Oben,Top
Oben,Top
Oben,Top
Oben,Top
Oben,Top
Oben,Top
Oben,Top
REST,MOD
Rind,cow
Satz,Set
SO 2,SE2
SW 2,SW2
TEIL,MID
Urne,urn
WO 2,EW2
"0,05","0,05"
 >= , >= 
/ %n,/ %n
&Neu,&New
^chi,^chi
^phi,^phi
0 cm,0 cm
1 cm,1 cm
5 cm,5 cm
ABCD,ABCD
Ahom,Ahom
Akan,Akan
Baby,baby
Baht,baht
Baum,tree
Beta,Beta
beta,beta
Beta,Beta
beta,beta
BETA,BETA
Blau,Blue
blau,blue
Blau,Blue
blau,blue
Blau,Blue
Bodo,Bodo
BS: ,OS: 
Buch,Book
Buch,book
Buch,Book
Cent,cent
CMIS,CMIS
CMYK,CMYK
CODE,CODE
Cyan,Cyan
cyan,cyan
Cyan,Cyan
Dann,Then
dünn,thin
Dünn,Thin
EMFs,EMFs
Ente,duck
EPUB,EPUB
Euro,euro
Fax:,Fax:
feet,feet
Fett,Bold
fett,bold
Fett,Bold
fett,bold
Fett,Bold
FINV,FINV
foot,foot
Fuji,Fuji
Für:,For:
gold,gold
Gold,Gold
Grau,Gray
Grau,Grey
grau,gray
Grau,Gray
Grau,Grey
Hand,hand
Holz,Wood
Host,host
HTML,HTML
Cham,Cham
IMAP,IMAP
IMLN,IMLN
"in|""","in|"""
INFO,INFO
Info,Info
inch,inch
Iris,Iris
ISBN,ISBN
Jahr,Year
JAHR,YEAR
Jahr,Year
Java,Java
JDBC,JDBC
Jota,Iota
jota,iota
JOTA,IOTA
Judo,judo
Kamm,Comb
KAPZ,PPMT
kein,none
Kein,None
Key:,Key:
Kiwi,kiwi
KURT,KURT
Kuss,kiss
Lari,Lari
leer,null
Lira,lira
Lisu,Lisu
Logo,Logo
Loch,hole
Mais,corn
Math,Math
Max.,Max.
MAXA,MAXA
Mehr,More
Menü,Menu
MIDI,MIDI
mile,mile
MINA,MINA
Modi,Modi
Mond,Moon
N'ko,N'ko
Name,Name
Name,Name
Name,Name
Nase,nose
Neon,Neon
Newa,Newa
ODBC,ODBC
Oden,oden
Odia,Odia
Oger,ogre
Ohne,None
Park,park
Perl,Perl
Peso,peso
Pfad,Path
Pfad,Path
pi|π,pi|π
Pica,Pica
Plus,Plus
POP3,POP3
Port,port
Punu,Punu
QIKV,MIRR
RANG,RANK
Rate,Rate
Ring,ring
Ring,Ring
Root,Root
rosa,pink
Rosa,Pink
Rose,rose
Rot:,Red:
Sake,sake
Sek.,Sec.
self,self
Sifr,Sifr
Sitz,seat
SVGs,SVGs
SYLK,SYLK
Sylk,Sylk
Taco,taco
Tage,Days
TAGE,DAYS
Tage,Days
Taxi,taxi
Text,Text
Text,Text
TEXT,TEXT
text,text
Text,Text
TINV,TINV
Tipp,Tips
TSAs,TSAs
twip,twip
Type,Type
und ,and 
URL:,URL:
Verb,Verb
Vili,Vili
Võro,Võro
Wahr,True
WAHR,TRUE
wahr,true
WAHR,TRUE
wahr,true
WMFs,WMFs
Wort,Word
Yaka,Yaka
Yoga,yoga
Zeit,Time
ZEIT,TIME
Zeit,Time
ZEIT,TIME
Zeit,Time
Zelt,tent
Zeta,Zeta
zeta,zeta
ZETA,ZETA
ZINS,RATE
Zins,Rate
Zoll,Inch
Zoll,Inch
Zoom,Zoom
Zulu,Zulu
Alle,Every
Bild,Image
Bild,Image
Bild,image
Bild,Image
Brot,bread
Buid,Buhid
Dick,Thick
Feld,field
Feld,Field
Fest,Fixed
FEST,FIXED
Fest,Fixed
Form,Shape
Foto,Photo
Groß,Large
Grün,Green
grün,green
Grün,Green
grün,green
Grün,Green
Haus,house
Hemd,shirt
Herz,Heart
Kanu,canoe
Keil,Wedge
Kurs,Price
KURS,PRICE
Leer,Empty
Leer,Blank
LEER,EMPTY
Leer,Empty
Maus,Mouse
Maus,mouse
Mund,mouth
Nach,After
Nord,North
oliv,olive
Orte,Place
Reis,grass
Rund,Round
rund,round
Rund,Round
Stil,Style
Typ:,Type:
voll,solid
Von:,From:
Weiß,White
weiß,white
Weiß,White
Weit,Loose
Wert,Value
WERT,VALUE
Wert,Value
Affe,monkey
Band,Volume
Bild,Bitmap
Bild,Bitmap
Burg,castle
Büro,Office
Fiji,Fijian
Gelb,Yellow
gelb,yellow
Gelb,Yellow
Grad,Degree
Hase,rabbit
Hell,Bright
Helm,helmet
Herz,heart2
Höhe,Height
Keks,cookie
Kino,cinema
Kino,Cinema
Laub,Leaves
lila,purple
Lila,Violet
lila,purple
Lila,Violet
Oben,at top
Orte,Places
Paar,couple
Quer,Across
Rand,Margin
Sarg,coffin
Text,String
WAHL,CHOOSE
Zahl,Number
Zahl,Number
Zoll,inches
Art:,Number:
Bild,Graphic
Bild,picture
Grad,Degrees
Grad,Degrees
GRAD,DEGREES
Hahn,rooster
Huhn,chicken
Land,Country
Lupe,Magnify
MDET,MDETERM
Vor:,Before:
Zoll,customs
Berg,mountain
Hoch,Portrait
Igel,hedgehog
Lila,Lavender
MINV,MINVERSE
Pfad,Location
Pilz,mushroom
Post,envelope
Säge,Buzz Saw
grau,gray|grey
Gruß,Sincerely
Name,Last name
Name,Last Name
ohne,invisible
Ort:,Location:
Quer,Landscape
Dach,Circumflex
Jahr,ReleasYear
Jahr,ReleasYear
Name,CommonName
Sans,Sans-serif
Wald,Forestbird
bild,picture|pic
Jahr,ReleaseYear
Jahr,ReleaseYear
Fix:,Fixed-width:
Oder,Flowchart: Or
Zahl,Decimal dollar
Zahl,Fractional dollar
Ochse,ox
&Nein,&No
Alles,All
Bezug,ABS
Biene,bee
Bogen,bow
COSEC,CSC
JETZT,NOW
Juwel,gem
Katze,cat
Käfer,bug
LÄNGE,LEN
menge,set
Mitte,Mid
Mitte,Mid
nicht,not
NICHT,NOT
nicht,not
NICHT,NOT
Punkt,Dot
Punkt,Dot
Ratte,rat
Sonne,Sun
Summe,sum
SUMME,SUM
Summe,Sum
Summe,Sum
Uhr 1,1 h
Uhr 2,2 h
Uhr 3,3 h
Uhr 4,4 h
Uhr 5,5 h
Uhr 6,6 h
Uhr 7,7 h
Uhr 8,8 h
Uhr 9,9 h
WENNS,IFS
XODER,XOR
Zeile,Row
ZEILE,ROW
Zeile,Row
Zeile,Row
#Alle,#All
% von,% of
100 %,100%
150 %,150%
200 %,200%
Achse,Axis
Alle?,All?
Augen,eyes
BASIS,BASE
Basis,Base
Beide,Both
Birne,pear
Blatt,leaf
Bohne,Bean
Bombe,bomb
Breit,Wide
Datei,File
DATEI,FILE
Datei,File
Daten,Data
Daten,Data
Datum,Date
DATUM,DATE
Datum,Date
DATUM,DATE
Datum,Date
Datum,Date
DBMAX,DMAX
DBMIN,DMIN
Druck,Push
Ende:,End:
Faust,fist
Fegen,Whip
Feuer,fire
Fisch,fish
Flach,Flat
Folie,Page
Folie,Page
Gerät,Item
Größe,Size
Größe,size
Größe,Size
Hilfe,Help
ISTNV,ISNA
Jacke,coat
Kegel,Cone
Keine,None
keine,none
Keine,None
Keine,none
Keine,None
Kette,link
Krebs,crab
Laden,Load
Linie,Line
Links,Left
LINKS,LEFT
Links,Left
links,left
Links,Left
Links,Left
liste,list
Liste,List
Marke,Make
Matte,Matt
Mauer,Wall
Milch,milk
Modus,Mode
Notiz,Note
Notiz,memo
Notiz,Note
oben ,top 
Oben:,Top:
Oriya,Odia
Palme,palm
Pille,pill
Seite,Page
Seite,page
Seite,Page
SEITE,PAGE
Seite,Page
Seite,page
Sinus,Sine
Sonne,Sun2
Sonst,Else
Stadt,City
Stadt,City
Start,Home
Start,Play
Start,Home
Start,Play
Start,Home
Stern,Star
Stopp,Stop
stopp,stop
STOPP,STOP
Stopp,Stop
Stumm,Mute
TEILB,MIDB
Tel.:,Tel:
Test ,Test
Torte,cake
Unten,Down
Unten,Down
Unten,Down
unten,Down
Unten,Down
Video,film
Vogel,bird
von ?,of ?
Welle,Wave
Woche,Week
Zeile,Line
Zeile,line
Zelle,Cell
ZELLE,CELL
Zelle,Cell
Ziege,goat
ZINSZ,IPMT
#REF!,#REF!
^beta,^beta
^jota,^iota
0 1 0,0 1 0
1 2 1,1 2 1
10 cm,10 cm
13:45,13:45
8 Bit,8 Bit
A B C,A B C
a b c,a b c
Adlam,Adlam
Aleph,Aleph
Alpha,Alpha
alpha,alpha
Alpha,Alpha
alpha,alpha
ALPHA,ALPHA
Apfel,apple
Audio,Audio
Außen,Outer
Außen,Outer
Axial,Axial
Bafia,Bafia
Bamun,Bamum
BASIC,BASIC
Basis,Radix
Basis,Basis
Batak,Batak
Beige,Beige
Bento,bento
blank,blank
Blau:,Blue:
Blitz,Flash
Braun,Brown
braun,brown
Braun,Brown
Braut,bride
Breve,Breve
Buch:,Book:
Bushi,Bushi
Bytes,bytes
Bytes,Bytes
Couch,couch
Curry,curry
Cyan:,Cyan:
Dango,dango
Datum,Date 
dBASE,dBASE
Delta,Delta
delta,delta
DELTA,DELTA
delta,delta
DELTA,DELTA
Dogri,Dogri
Ebene,Level
Ebene,Layer
Ebene,Level
Emoji,Emoji
Erzya,Erzya
F.INV,F.INV
Farbe,Color
FARBE,COLOR
Farbe,Color
Farbe,Color
Farsi,Farsi
FaxNr,FaxNo
Fähre,ferry
Fleck,Divot
Fokus,Focus
folge,range
Folie,Slide
Folie,Slide
Folie,Slide
Form:,Form:
Frame,Frame
FTEST,FTEST
FVERT,FDIST
Gamma,Gamma
gamma,gamma
GAMMA,GAMMA
Gamma,Gamma
gamma,gamma
GAMMA,GAMMA
Gamma,Gamma
Ganda,Ganda
GAUSS,GAUSS
Genre,Genre
GROSS,UPPER
GTEST,ZTEST
Hallo,Hello
Hanja,Hanja
HEUTE,TODAY
heute,today
heute,Today
Hindi,Hindi
Honig,honey
Host:,Host:
Hotel,hotel
Chart,Chart
Chart,chart
IMABS,IMABS
IMCOS,IMCOS
IMCOT,IMCOT
IMDIV,IMDIV
IMEXP,IMEXP
IMSEC,IMSEC
IMSIN,IMSIN
IMSUB,IMSUB
IMTAN,IMTAN
In 3D,To 3D
Index,index
INDEX,INDEX
Index,Index
Innen,Inner
Innen,Inset
Innen,Inner
ISPMT,ISPMT
Jahre,Years
JAHRE,YEARS
Jeans,jeans
Kaaba,Kaaba
Kappa,Kappa
kappa,kappa
KAPPA,KAPPA
KeyID,KeyID
Khmer,Khmer
Kleid,dress
Klein,Small
KLEIN,LOWER
Koala,koala
Komet,comet
Komma,Comma
Kreuz,Cross
Krone,crown
Kunyi,Kunyi
Kurve,Curve
Legal,Legal
Lengo,Lengo
Limbu,Limbu
Limes,Limes
Limit,Limit
LOG10,LOG10
log10,log10
Lösen,Solve
Makro,Macro
Maore,Maore
Marke,Brand
Mauli,frown
Menüs,Menus
Meter,Meter
miles,miles
MMULT,MMULT
Monat,Month
MONAT,MONTH
Monat,Month
Moore,Moore
Musik,Music
Nabla,Nabla
Nacht,night
Nacht,Night
Name:,Name:
Namen,Names
Notiz,Notes
Nüshu,Nushu
Ogham,Ogham
Omega,Omega
omega,omega
OMEGA,OMEGA
Oromo,Oromo
Osage,Osage
Pager,Pager
Party,party
Pause,Pause
Pause,pause
Pause,Break
Peace,peace
Pfad:,Path:
Pfade,Paths
Pfeil,Arrow
Pferd,horse
Pfund,pound
Phong,Phong
Pixel,pixel
Pixel,pixel
Pizza,pizza
Point,Point
Port:,Port:
Proxy,Proxy
punkt,point
Punkt,Point
Punkt,Point
Radio,radio
Regen,rain2
Root:,Root:
Rosen,Roses
ROT13,ROT13
runde,round
Runen,Runic
Rupie,rupee
Salat,salad
Sango,Sango
Sauna,sauna
Serif,Serif
Schaf,sheep
Schal,scarf
Sigma,Sigma
sigma,sigma
Sigma,Sigma
sigma,sigma
SIGMA,SIGMA
Smart,Smart
Speck,bacon
Staat,State
STABW,STDEV
StAbw,StDev
STABW,STDEV
Start,Start
Start,Start
Start,Start
Steak,steak
Stein,Stone
Stern,star2
Stopp,stop2
Süden,South
Summe,Total
Sushi,sushi
Swazi,Swazi
T.INV,T.INV
Tage:,Days:
Takri,Takri
Tamil,Tamil
Tango,Tango
Tatar,Tatar
Teil:,Part:
Text:,Text:
Thema,Topic
Theta,Theta
theta,theta
THETA,THETA
Tiefe,Depth
Tiger,tiger
Tilde,Tilde
Titel,Title
Titel,Title
Titel,Title
Titel,Label
Titel,Title
Titel,Title
TITEL,TITLE
Titel,Title
Tokyo,tower
Torus,Torus
TREND,TREND
TTEST,TTEST
Tulpe,tulip
tupel,tuple
TVERT,TDIST
twips,twips
VAR.P,VAR.P
VAR.S,VAR.S
varpi,varpi
Venda,Venda
warte,sleep
Wert ,Value
Wolke,cloud
Wolke,Cloud
Wort:,Word:
Xhosa,Xhosa
zähle,count
Zeit:,Time:
Aktiv,Active
Aktiv,active
Aktiv,Active
Aktiv,active
Alien,alien2
Alle:,Every:
Anker,anchor
Anker,Anchor
Außen,Outset
Autor,Author
AUTOR,AUTHOR
Autor,Author
Binär,Binary
Block,ledger
Blume,flower
Blume,Flower
Boxen,boxing
Brief,Letter
Damen,womens
Davor,Before
Dolch,knife2
Dondo,Doondo
Faden,Thread
Feld:,Field:
Gerät,Device
Grün:,Green:
Handy,mobile
Handy,Mobile
Chrom,Chrome
Immer,Always
Innen,Inside
Innen,Inside
Innen,Inside
Innen,inside
Insel,island
Kamel,camel2
Kerze,candle
Kreis,Circle
Kreis,circle
Kreis,Circle
Kreuz,dagger
Kugel,Sphere
Kugeö,Sphere
Küken,chick2
Kurve,Smooth
Lachs,Salmon
Länge,Length
Länge,Length
Mit /,With /
Mit X,With X
Mitte,Middle
Mitte,Center
Mitte,Middle
Mitte,Center
Mitte,Middle
Mitte,Center
Mitte,Center
Mitte,Center
Musik,music2
MWERT,MVALUE
Natur,Nature
Natur,Nature
Pixel,Pixels
Pixel,pixels
Pudel,poodle
Punkt,points
Reihe,Series
Rubys,Rubies
Stadt,sunset
Stift,Pencil
Stil:,Style:
suche,search
Titel,Titles
Titel,Titles
Typ 1,Type 1
Typ 2,Type 2
Typ 3,Type 3
Typ 4,Type 4
Unten,Bottom
Unten,Bottom
Unten,Bottom
Unten,Bottom
Unten,Bottom
Unten,Bottom
Unten,Bottom
Waage,scales
Wert ,Value 
Wert:,Value:
Werte,Values
Wogen,Ripple
Wüste,desert
Zunge,tongue
Anruf,calling
Außen,Outside
Außen,Outside
Außen,Outside
Außen,outside
Blüte,blossom
Firma,Company
Firma,Company
Höhe:,Height:
Keins,Nothing
Klima,Climate
Konto,Account
Krake,octopus
Linie,Borders
Paket,package
Raute,Diamond
Raute,Rhombus
Raute,Diamond
Stift,pencil2
teilt,divides
teilt,Divides
Thema,Subject
Zahl ,Number 
Zahl:,Number:
Zahl1,Number1
Zahl2,Number2
Ziel:,Target:
# Fuß,# Footer
Beruf,Business
Bruch,Fraction
Dauer,Duration
Donut,doughnut
Gurke,cucumber
Lanna,Tai Tham
Linse,LensUsed
Lolli,lollipop
Menge,Quantity
seite,pagesize
Träne,Teardrop
Zitat,Citation
Bezug,Reference
Bezug,Reference
Blitz,lightning
Dicke,Thickness
eMail,EmailAddr
eMail,EmailAddr
eMail,EmailAddr
eMail,EmailAddr
eMail,EmailAddr
eMail,EmailAddr
Liste,Numbering
Stopp,End media
Summe,LineTotal
Titel,Job Title
Unten,at bottom
Zitat,Quotation
Zitat,Quotation
Zitat,Quotation
Firma,CompnyName
Gänge,NoofServng
Hände,open hands
Lösen,Break Link
Preis,BuySellPrc
Stand,DateUpdate
Stand,DatUpdated
Titel,ContctTitl
Zitat,Quotations
Zitat,Quotations
Firma,CompanyName
Links,at the left
Sans:,Sans-serif:
Stand,DateUpdated
Stand,DateUpdated
Start,Start media
eMail,EmailAddress
eMail,EmailAddress
eMail,EmailAddress
eMail,EmailAddress
eMail,EmailAddress
eMail,EmailAddress
Pause,Toggle pause
Preis,BuySellPrice
Summe,Accumulation
Titel,ContactTitle
Werte,Measurements
Ziele,Destinations
Mende,Mende Kikakui
Ampel,traffic light2
Blitz,Lightning Bolt
Rugby,rugby football
Daten,Flowchart: Data
Farbe,Color/Grayscale
Karte,Flowchart: Card
Gänge,NumberofServings
Hilal,star and crescent
Natur,Nature Illustration
Hinein,In
Keines,No
X fett,x4
zu|als,to
Ameise,ant
betrag,abs
Direkt,Cut
Fertig,End
Heraus,Out
Himmel,Sky
Kasten,Box
Kuchen,pie
Quader,Bar
Setzen,Set
Spalte,Col
Widder,ram
^phi 2,^Phi
Achsen,Axes
anfang,home
ANFANG,HOME
Anfang,Home
ARCCOS,ACOS
ARCCOT,ACOT
ARCSIN,ASIN
ARCTAN,ATAN
Balken,Bars
Blende,Fade
COSHYP,COSH
COTHYP,COTH
Dunkel,Dark
E-Mail,Mail
E-Mail,Mail
E-Mail,Mail
Einige,Some
Extra:,Add:
Fallen,Fall
Falten,Fold
Fangen,Snap
FINDEN,FIND
Fläche,Area
Fläche,Area
füllen,fill
Füllen,Fill
Füller,pen2
GERADE,EVEN
Gitter,Grid
Gitter,Grid
Glocke,bell
Golfer,golf
Herren,mens
Karten,Maps
Keiner,None
Keines,None
Knaben,boys
Kosten,Cost
LÄNGEB,LENB
Lippen,lips
Lupe 2,mag2
Normal,Book
Note 4,note
Öffnen,Open
Ölfass,drum
Pfanne,food
Punkte,Dots
Raster,Grid
Raster,Grid
SECHYP,SECH
Senden,Post
Senden,Send
Senden,Post
Senden,Send
Schiff,ship
SINHYP,SINH
Sperre,Lock
Strich,Dash
STUNDE,HOUR
Stunde,Hour
Suchen,Find
Suchen,Find
Suchen,Find
Symbol,Icon
TANHYP,TANH
Tasten,Keys
türkis,teal
Türkis,Teal
Uhr 10,10 h
Uhr 11,11 h
Uhr 12,12 h
Umlauf,Wrap
Weiter,Skip
Weiter,Next
Weiter,Next
WENNNV,IFNA
windig,wind
Winzig,Tiny
Wörter,Word
Würfel,Cube
Wurzel,sqrt
WURZEL,SQRT
wurzel,sqrt
Zeigen,Show
Zeile ,Row 
Zeile:,Row:
ZEILEN,ROWS
Zeilen,Rows
Zeilen,Rows
Zeilen,rows
Zeilen,Rows
Zeilen,rows
Zurück,Back
Zurück,Back
[Alle],[All]
&Hilfe,&Help
#Daten,#Data
#ZAHL!,#NUM!
<Alle>,<All>
Altern,Aging
Andere,Other
Anfang,Start
Anfang,Start
Anrede,Title
Anrede,Title
Anrede,Title
ANZAHL,COUNT
Anzahl,Count
Anzahl,Count
Anzahl,Count
Becher,drink
Bereit,Ready
Bonbon,candy
Breite,Width
Bücher,books
Danach,After
danach,After
Datei:,File:
Daten:,Data:
Datum:,Date:
Durch:,With:
EDATUM,EDATE
Extras,Tools
Falsch,False
FALSCH,FALSE
falsch,false
FALSCH,FALSE
falsch,false
Farbig,Color
Fehler,Error
Fehler,Error
Fehler,Error
Feurig,Fiery
Folien,Pages
Gesamt,Total
Gitter,Grids
gleich,equal
Gleich,Equal
Größe:,Size:
Gruppe,Group
h quer,h Bar
Hand 2,hand3
Hinter,After
Inhalt,Scope
Irisch,Irish
Kartei,index
Kippen,Slant
Kopie ,Copy 
KÜRZEN,TRUNC
Latein,Latin
leicht,light
Leicht,Light
Leinen,Linen
Lineal,ruler
Lineal,Ruler
Linien,Lines
links ,left 
Links:,Left:
LINKSB,LEFTB
Liste:,List:
Listen,Lists
Listen,Lists
Löffel,spoon
Matrix,Array
Medien,Media
Meilen,Miles
Melone,melon
Messer,knife
Metall,Metal
Modell,Model
Neblig,foggy
Note 8,note2
Papier,Paper
Pinsel,Brush
POTENZ,POWER
Potenz,Power
Puppen,dolls
Rahmen,Frame
Rahmen,Frame
Rechts,Right
RECHTS,RIGHT
Rechts,Right
rechts,right
Rechts,Right
Rechts,Right
RUNDEN,ROUND
Runden,Round
Sausen,Swish
Seite ,Page 
Seite:,Page:
Seiten,Pages
SEITEN,PAGES
Seiten,Pages
Seiten,Pages
Schale,Shell
Schmal,Tight
schräg,bevel
Socken,socks
Status,State
Status,State
Sterne,Stars
Strand,beach
Teilen,Split
U-Bahn,metro
Umfang,Range
von $1,of $1
Wasser,Water
Winkel,Angle
winkel,angle
Winkel,Angle
WOCHEN,WEEKS
Wörter,Words
Zeilen,lines
Zeilen,Lines
Zeilen,lines
Zellen,Cells
Ziegel,Brick
Zurück,Reset
Zyklus,Cycle
 Folie, Slide
(kein),(none)
(Zeit),(Time)
[Text],[Text]
&Platz,&Space
#NAME!,#NAME!
#NAME?,#NAME?
#NULL!,#NULL!
^alpha,^alpha
^delta,^delta
^gamma,^gamma
^theta,^theta
<kein>,<none>
0 inch,0 inch
1 inch,1 inch
2 inch,2 inch
2.5 cm,2.5 cm
24 Bit,24 Bit
4 inch,4 inch
72 DPI,72 DPI
75 DPI,75 DPI
96 DPI,96 DPI
Add-in,Add-in
Aktion,Action
Aktive,Active
Akzent,Accent
Alpha:,Alpha:
Anrede,Prefix
Anzahl,Number
Anzahl,Number
Anzahl,Number
Außen:,Outer:
Ändern,Modify
Ändern,Modify
Babole,Dibole
Banane,banana
Beembe,Beembe
Bekwel,Bekwel
Betrag,Amount
Bikini,bikini
Bilder,Images
Bilder,Images
Bilder,Images
Bilder,Images
Bilder,Images
Bitmap,Bitmap
BITUND,BITAND
Brahmi,Brahmi
Breeze,Breeze
BuchID,BookID
Calc 8,Calc 8
Cauchy,Cauchy
Client,Client
Design,Design
Detail,Detail
Dialog,Dialog
Dialog,dialog
Dialog,Dialog
Domino,domino
Drache,dragon
Draw 8,Draw 8
Drehen,Swivel
Drehen,Rotate
Dusche,shower
E-Mail,E-mail
E-Mail,E-mail
E-Mail,e-mail
E-Mail,E-mail
E-Mail,E-Mail
E-Mail,E-mail
E-Mail,E-Mail
Ebene ,Level 
Ebene:,Level:
Ebenen,Levels
Editor,Editor
Effekt,Effect
Einzug,Indent
Export,Export
F-Test,F-test
F.TEST,F.TEST
F.VERT,F.DIST
Faktor,Factor
Farbe ,Color 
Farbe:,Color:
Farbe:,Color:
Farben,Colors
Fax...,Fax...
Fehler,Errors
Felder,Fields
Fertig,Finish
FilmID,FilmID
Filter,Filter
Filter,Filter
FISHER,FISHER
Folien,Slides
Folien,Slides
Format,Format
Formen,Shapes
Frames,Frames
G.TEST,Z.TEST
Galaxy,Galaxy
Gikuyu,Gikuyu
global,global
GROSS2,PROPER
Größer,Larger
"Hallo,","Hello,"
Hammer,hammer
Hangul,Hangul
Hatran,Hatran
Häuser,houses
"Heute,","Today,"
Hex #:,Hex #:
Hinein,Inside
Chakma,Chakma
CHIINV,CHIINV
IMLOG2,IMLOG2
Import,Import
Index:,Index:
Indigo,Indigo
Innen:,Inner:
Jahre:,Years:
Kaamba,Kaamba
Kai 16,16 Kai
Kai 32,32 Kai
Kaithi,Kaithi
Kaktus,cactus
Kamera,Camera
Kanbun,Kanbun
Khojki,Khojki
Kimono,kimono
Kirche,church
Klang:,Sound:
Klänge,Sounds
Kobold,goblin
KORREL,CORREL
Kursiv,Italic
kursiv,italic
Kursiv,Italic
Label9,Label9
Lambda,Lambda
lambda,lambda
Lambda,Lambda
lambda,lambda
LAMBDA,LAMBDA
Laufen,runner
Layout,Layout
Lepcha,Lepcha
Limit:,Limit:
Linear,Linear
LOGINV,LOGINV
Lojban,Lojban
Makros,Macros
Malx 2,times2
Marine,Marine
Marke:,Brand:
Marmor,Marble
Master,Master
Math 8,Math 8
Mbochi,Mbochi
MEDIAN,MEDIAN
Median,Median
Medium,Medium
MINUTE,MINUTE
Minute,Minute
mittel,medium
Mittig,Center
Modern,Modern
Monate,Months
MONATE,MONTHS
Mosaik,Mosaic
Museum,museum
nachts,bridge
Neu...,New...
Normal,Normal
normal,normal
normal,normal
Normal,Normal
Normal,Normal
Normal,Normal
Nummer,Number
Nummer,Number
Nyanja,Nyanja
Objekt,Object
Office,Office
OpenCL,OpenCL
orange,orange
Orange,Orange
Ordner,Folder
Oxygen,Oxygen
parent,parent
Pfeile,Arrows
